brandId,brandName,name,bio,price,currency,category,imageUrl,productUrl,isFeatured
,AL HAYAJAB,Hoor حور (Black),"Discover the incomparable elegance of the Hoor layered open abaya, adorned with hand-crafted glass beadwork, pearls & gems cascading along the sleeves and back.  Perfect for those special moments, this exquisite ensemble also includes a matching headscarf.",135,GBP,abayas,https://alhayajab.com/cdn/shop/files/IMG_6593.jpg,https://alhayajab.com/products/hoor,0
,AL HAYAJAB,Aaira أرى (White),"A graceful abaya, detailed with intricate Afghan culture inspired glass mirror embroidery along perimeter of the abaya. The details include delicate floral motifs, accented with mirrors as well as fabric piping. The abaya's flowing fabric exudes elegance, while the detailed embroidery brings a sophisticated charm to the overall look. Perfect for formal or special occasions, the design strikes a balance between traditional modesty and contemporary style, making it a timeless wardrobe piece.",140,GBP,abayas,https://alhayajab.com/cdn/shop/files/IMG_3955.heic,https://alhayajab.com/products/aaira-%D8%A3%D8%B1%D9%89,0
,AL HAYAJAB, نادرة Nadira,"Nadira cape abaya is designed to turn heads. Made from soft, flowing black crepe, it features a dramatic cape silhouette that moves beautifully with you. Each piece is hand-finished with sparkling crystals and fine silver strands that catch the light in the most graceful way.",150,GBP,abayas,https://alhayajab.com/cdn/shop/files/IMG_2922.jpg,https://alhayajab.com/products/nadira-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-pre-order,0
,AL HAYAJAB,Maysoon ميسون (Black),"Indulge in timeless elegance with our Maysoon luxurious 3-piece abaya set, designed for the modern woman who appreciates fine craftsmanship and regal sophistication.",155,GBP,abayas,https://alhayajab.com/cdn/shop/files/BA11955E-2668-4302-9B2A-8577A4E57FBA.jpg,https://alhayajab.com/products/maysoon-%D9%85%D9%8A%D8%B3%D9%88%D9%86-pre-order-black,0
,AZELEFA,Printed Modal Hijab - Ocean Fog,"Feel the difference with Azelefa's signature modal – softer, smoother, and unmatched luxury. With its perfect weave and feather-light touch, it's a fabric you'll want to wear every day. Premium modal fabric for a luxurious soft touch. Flawless stitch and high-quality weave for a smooth, non-slip fit. Semi-sheer fabric in a single layer, fully opaque when doubled. Lightweight yet durable, perfect for all-day wear.",24.99,USD,hijabs,https://azelefa.com/cdn/shop/files/F77B42CC-FE26-4C82-BDC0-CF247E431182.jpg?crop=center&height=1715&v=1756635642&width=1320,https://azelefa.com/products/printed-modal-hijab-ocean-fog,1
,AZELEFA,Printed Modal Hijab - Safari Sands,"Feel the difference with Azelefa's signature modal – softer, smoother, and unmatched luxury. With its perfect weave and feather-light touch, it's a fabric you'll want to wear every day. Premium modal fabric for a luxurious soft touch. Flawless stitch and high-quality weave for a smooth, non-slip fit. Semi-sheer fabric in a single layer, fully opaque when doubled. Lightweight yet durable, perfect for all-day wear.",24.99,USD,hijabs,https://azelefa.com/cdn/shop/files/azelefa7833_0b0281a4-50b3-49e2-929d-c4a5ccdb0b30.jpg?crop=center&height=5079&v=1756635662&width=3907,https://azelefa.com/products/printed-modal-hijab-safari-sands,1
,AZELEFA,Printed Modal Hijab - City Girl,"Feel the difference with Azelefa's signature modal – softer, smoother, and unmatched luxury. With its perfect weave and feather-light touch, it's a fabric you'll want to wear every day. Premium modal fabric for a luxurious soft touch. Flawless stitch and high-quality weave for a smooth, non-slip fit. Semi-sheer fabric in a single layer, fully opaque when doubled. Lightweight yet durable, perfect for all-day wear.",24.99,USD,hijabs,https://azelefa.com/cdn/shop/files/azelefa8160.jpg?crop=center&height=5059&v=1756635658&width=3892,https://azelefa.com/products/printed-modal-hijab-city-girl,1
,AZELEFA,Printed Modal Hijab - Berry Tide,"Feel the difference with Azelefa's signature modal – softer, smoother, and unmatched luxury. With its perfect weave and feather-light touch, it's a fabric you'll want to wear every day. Premium modal fabric for a luxurious soft touch. Flawless stitch and high-quality weave for a smooth, non-slip fit. Semi-sheer fabric in a single layer, fully opaque when doubled. Lightweight yet durable, perfect for all-day wear.",24.99,USD,hijabs,https://azelefa.com/cdn/shop/files/azelefa8211.jpg?crop=center&height=4037&v=1756635664&width=3106,https://azelefa.com/products/printed-modal-hijab-berry-tide,1
,AZELEFA,Printed Modal Hijab - Brewed,"Feel the difference with Azelefa's signature modal – softer, smoother, and unmatched luxury. With its perfect weave and feather-light touch, it's a fabric you'll want to wear every day. Premium modal fabric for a luxurious soft touch. Flawless stitch and high-quality weave for a smooth, non-slip fit. Semi-sheer fabric in a single layer, fully opaque when doubled. Lightweight yet durable, perfect for all-day wear.",24.99,USD,hijabs,https://azelefa.com/cdn/shop/files/FullSizeRender_ca941a30-489d-4b81-990d-99d6c9d4cc56.jpg?crop=center&height=1715&v=1756635644&width=1320,https://azelefa.com/products/printed-modal-hijab-brewed,1
,AZELEFA,Printed Modal Hijab - Meadow,"Feel the difference with Azelefa's signature modal – softer, smoother, and unmatched luxury. With its perfect weave and feather-light touch, it's a fabric you'll want to wear every day. Premium modal fabric for a luxurious soft touch. Flawless stitch and high-quality weave for a smooth, non-slip fit. Semi-sheer fabric in a single layer, fully opaque when doubled. Lightweight yet durable, perfect for all-day wear.",24.99,USD,hijabs,https://azelefa.com/cdn/shop/files/azelefa8771.jpg?crop=center&height=5059&v=1756635667&width=3892,https://azelefa.com/products/printed-modal-hijab-meadow,1
,BATUL COLLECTION,Sweatpants | Heather Grey,"Made from 100% French terry cotton, these straight-leg sweatpants combine comfort with a flattering fit. Featuring an adjustable waistband for a customizable fit, they offer a sleek, streamlined silhouette that’s both relaxed and flattering. Perfect for lounging or layering, these sweatpants provide all-day comfort without sacrificing style.",40,USD,,https://batulthecollection.com/cdn/shop/files/sweatpants-heather-grey-528743.jpg?crop=center&height=1774&v=1731131722&width=1365,https://batulthecollection.com/collections/sale/products/sweatpants-heather-grey,0
,BATUL COLLECTION,Sweatpants | Noir,"Made from 100% French terry cotton, these straight-leg sweatpants combine comfort with a flattering fit. Featuring an adjustable waistband for a customizable fit, they offer a sleek, streamlined silhouette that’s both relaxed and flattering. Perfect for lounging or layering, these sweatpants provide all-day comfort without sacrificing style.",40,USD,,https://batulthecollection.com/cdn/shop/files/sweatpants-noir-564021.jpg?crop=center&height=2129&v=1731131726&width=1638,https://batulthecollection.com/collections/sale/products/sweatpants-noir,0
,BATUL COLLECTION,Haya | Light Brown,"The Haya Abaya Dress is the epitome of everyday elegance and practicality. Designed with thoughtful details to suit your busy lifestyle, it offers a seamless blend of style and comfort. The customizable waist ties allow you to tailor the fit exactly how you like it—cinch them for a flattering silhouette or let them loose for a more relaxed feel. With snap clips on the cuffs, you can easily keep your sleeves secure, making it perfect for staying active without sacrificing style.",45,USD,abayas,https://batulthecollection.com/cdn/shop/files/haya-light-brown-632501.jpg?crop=center&height=2129&v=1731794610&width=1638,https://batulthecollection.com/collections/sale/products/haya-mocha,0
,BATUL COLLECTION,Haya | Navy Blue,"The Haya Abaya Dress is the epitome of everyday elegance and practicality. Designed with thoughtful details to suit your busy lifestyle, it offers a seamless blend of style and comfort. The customizable waist ties allow you to tailor the fit exactly how you like it—cinch them for a flattering silhouette or let them loose for a more relaxed feel. With snap clips on the cuffs, you can easily keep your sleeves secure, making it perfect for staying active without sacrificing style.",45,USD,abayas,https://batulthecollection.com/cdn/shop/files/haya-navy-blue-785930.jpg?crop=center&height=2129&v=1731794608&width=1638,https://batulthecollection.com/collections/sale/products/haya-navy-blue,0
,BATUL COLLECTION,Madina | Pumpkin,"Introducing ""Madina"" - crafted from 100% breathable cotton for all-day comfort and elegance. This flattering design features delicate wooden bead accents at the cuffs, adding a subtle yet earthy touch. Perfect for any occasion, the Madina Dress combines effortless sophistication with a nod to nature, ensuring you look and feel your best.",45,USD,dresses,https://batulthecollection.com/cdn/shop/files/madina-pumpkin-858017.jpg?crop=center&height=2129&v=1727651781&width=1638,https://batulthecollection.com/collections/sale/products/madina-pumpkin,0
,BATUL COLLECTION,Haya | Emerald,"The Haya Abaya Dress is the epitome of everyday elegance and practicality. Designed with thoughtful details to suit your busy lifestyle, it offers a seamless blend of style and comfort. The customizable waist ties allow you to tailor the fit exactly how you like it—cinch them for a flattering silhouette or let them loose for a more relaxed feel. With snap clips on the cuffs, you can easily keep your sleeves secure, making it perfect for staying active without sacrificing style.",45,USD,abayas,https://batulthecollection.com/cdn/shop/files/haya-emerald-820106.jpg?crop=center&height=2130&v=1731794607&width=1639,https://batulthecollection.com/collections/sale/products/haya-emerald,0
,BATUL COLLECTION,Naadean Skirt | Espresso,"The Naadean Wool Blend Skirt combines timeless elegance with practical design. Crafted from a luxurious wool blend, this skirt features a flattering silhouette and seamlessly integrated pockets, adding functionality without compromising its sleek look.",55,USD,skirts,https://batulthecollection.com/cdn/shop/files/naadean-skirt-espresso-570374.jpg?crop=center&height=2129&v=1731794607&width=1638,https://batulthecollection.com/collections/sale/products/naadean-skirt-espresso,0
,BATUL COLLECTION,Naadean Skirt | Cream,"The Naadean Wool Blend Skirt combines timeless elegance with practical design. Crafted from a luxurious wool blend, this skirt features a flattering silhouette and seamlessly integrated pockets, adding functionality without compromising its sleek look.",55,USD,skirts,https://batulthecollection.com/cdn/shop/files/naadean-skirt-cream-631756.jpg?crop=center&height=2130&v=1731794609&width=1639,https://batulthecollection.com/collections/sale/products/naadean-skirt-cream,0
,BATUL COLLECTION,Ava Abaya | Chocolate,"The inner dress features a striking asymmetrical design in our soft vegan leather, providing a modern edge to your traditional wear. The outer abaya is adorned with vegan leather cuffs, adding a touch of chicness to this unique set.",70,USD,abayas,https://batulthecollection.com/cdn/shop/files/ava-abaya-chocolate-836554.jpg?crop=center&height=2129&v=1739583521&width=1638,https://batulthecollection.com/collections/sale/products/ava-abaya-chocolate,0
,BATUL COLLECTION,Mariam | Autumn,"Introducing Mariam - crafted from our signature luxury chiffon for an ethereal, elegant look. Featuring the perfect fall color palette, this dress combines rich, warm tones with a flattering, structured silhouette that maintains a modest appeal. Its super flowy and fluid design creates graceful movement. An ideal choice for transitioning through the season in effortless style. Perfect for both day and evening occasions, the Mariam Dress brings together timeless sophistication and fall-inspired beauty",99,USD,dresses,https://batulthecollection.com/cdn/shop/files/mariam-autumn-633067.jpg?crop=center&height=2129&v=1727651896&width=1638,https://batulthecollection.com/collections/sale/products/mariam-autumn,0
,BATUL COLLECTION,Celine | Navy & Beige,"Introducing ""Celine"" - a striking two-toned masterpiece in black and cream. Designed with a unique fabric-blocking technique, this dress perfectly balances structure with flow. The removable and customizable bows at the cuffs offer versatile styling options, allowing you to personalize your look with ease. Whether you're going for a polished or playful vibe, the Celine Dress adapts beautifully, making it a timeless addition to your wardrobe.",99,USD,dresses,https://batulthecollection.com/cdn/shop/files/celine-navy-beige-226208.jpg?crop=center&height=2129&v=1728148908&width=1638,https://batulthecollection.com/collections/sale/products/celine-navy-beige,0
,BY HASANAT,Brown Sugar Ombre Modal Hijab,"Sweet, smooth and timeless. Brown Sugar Ombre melts from a deep cocoa tone into soft warm brown, creating a natural gradient that flatters every skin tone. The bamboo modal gives it a cloud-soft feel, perfect for everyday wear, and the hair friendly texture keeps it in place while still looking effortlessly cute.",18,GBP,hijabs,https://byhasanat.co.uk/cdn/shop/files/image00002_f48186ec-4cae-4b29-8926-9a789f3e2713.jpg?v=1763073665&width=128,https://byhasanat.co.uk/products/woodland-rouge-modal-hijab-copy?variant=56336622518645,1
,BY HASANAT,Olive Meadow Ombre Modal Hijab,"Sweet, smooth and timeless. Brown Sugar Ombre melts from a deep cocoa tone into soft warm brown, creating a natural gradient that flatters every skin tone. The bamboo modal gives it a cloud-soft feel, perfect for everyday wear, and the hair friendly texture keeps it in place while still looking effortlessly cute.",18,GBP,hijabs,https://byhasanat.co.uk/cdn/shop/files/image00010_552570ea-3f80-4232-b722-6802cba9de35.jpg?v=1763073740&width=128,https://byhasanat.co.uk/products/olive-meadow-ombre-modal-hijab?variant=56336625959285,1
,BY HASANAT,Two-Piece Cape Dress Navy,"This set includes a detachable shoulder shawl and a matching long-sleeved dress, designed to be worn together or styled separately for versatile winter looks. The light, stretchy knit fabric drapes beautifully over the body, offering a soft, flowy fit that moves with ease while keeping you warm.",65,GBP,dresses,https://byhasanat.co.uk/cdn/shop/files/IMG_9616.jpg?v=1762718251&width=128,https://byhasanat.co.uk/products/winter-dress-two-piece-set-navy?variant=54858516332917,1
,BY HASANAT,Two-Piece Cape Dress Burgundy,"This set includes a detachable shoulder shawl and a matching long-sleeved dress, designed to be worn together or styled separately for versatile winter looks. The light, stretchy knit fabric drapes beautifully over the body, offering a soft, flowy fit that moves with ease while keeping you warm.",65,GBP,dresses,https://byhasanat.co.uk/cdn/shop/files/IMG_9612.jpg?v=1762718412&width=128,https://byhasanat.co.uk/products/winter-dress-two-piece-set-maroon?variant=54858513547637,1
,BY HASANAT,Two-Piece Cape Dress Off-White,"This set includes a detachable shoulder shawl and a matching long-sleeved dress, designed to be worn together or styled separately for versatile winter looks. The light, stretchy knit fabric drapes beautifully over the body, offering a soft, flowy fit that moves with ease while keeping you warm.",65,GBP,dresses,https://byhasanat.co.uk/cdn/shop/files/IMG_9618.jpg?v=1762718503&width=128,https://byhasanat.co.uk/products/winter-knit-dress-two-piece-set-white?variant=56288306430325,1
,BY HASANAT,Mocha Brown Suede Dress,"Crafted from a soft stretch suede, this ankle-length maxi dress is both elegant and comfortable. The fabric holds its shape to create a structured silhouette and a beautiful hip outline, while still feeling smooth against the skin. Designed with refined details and a timeless cut, it’s a versatile piece that transitions effortlessly from day to evening. Pair with boots for a relaxed autumn look or heels for a polished finish.",75,GBP,dresses,https://byhasanat.co.uk/cdn/shop/files/Photo13-09-2025_131516copy.jpg?v=1759242201&width=128,https://byhasanat.co.uk/products/mocha-brown-suede-dress?variant=56029420585333,1
,BY HASANAT,Olive Suede Dress,"Crafted from a soft stretch suede, this ankle-length maxi dress is both elegant and comfortable. The fabric holds its shape to create a structured silhouette and a beautiful hip outline, while still feeling smooth against the skin. Designed with refined details and a timeless cut, it’s a versatile piece that transitions effortlessly from day to evening. Pair with boots for a relaxed autumn look or heels for a polished finish.",75,GBP,dresses,https://byhasanat.co.uk/cdn/shop/files/Photo13-09-2025_103421copy.jpg?v=1759241884&width=128,https://byhasanat.co.uk/products/olive-suede-dress?variant=56029404987765,1
,BY HASANAT,Almond Suede Dress,"Crafted from a soft stretch suede, this ankle-length maxi dress is both elegant and comfortable. The fabric holds its shape to create a structured silhouette and a beautiful hip outline, while still feeling smooth against the skin. Designed with refined details and a timeless cut, it’s a versatile piece that transitions effortlessly from day to evening. Pair with boots for a relaxed autumn look or heels for a polished finish.",75,GBP,dresses,https://byhasanat.co.uk/cdn/shop/files/Photo_13-09-2025_11_04_44_copy.jpg?v=1759242292&width=128,https://byhasanat.co.uk/products/almond-suede-dress?variant=56029423567221,1
,HĀNM,Fine Modal 'Tusk',"Fine Modal is our premium woven fabric — lightweight, breathable, and refined. Delicately sheer and airy, our Fine Modal weave is designed for hot climates, offering cooling comfort and effortless drape. Intended to be worn loosely, this fabric pairs perfectly with our 360 Contour under-caps for fuss-free, secure hijab styling. Ideal for Hajj and Umrah, or any time you need lightness without compromise.",25,GBP,hijabs,https://hanm.co/cdn/shop/files/TuskWEB1.jpg?v=1760475190,https://hanm.co/collections/fine-modal-featured-collection/products/fine-modal-tusk,1
,HĀNM,Fine Modal 'Fawn',"Fine Modal is our premium woven fabric — lightweight, breathable, and refined. Delicately sheer and airy, our Fine Modal weave is designed for hot climates, offering cooling comfort and effortless drape. Intended to be worn loosely, this fabric pairs perfectly with our 360 Contour under-caps for fuss-free, secure hijab styling. Ideal for Hajj and Umrah, or any time you need lightness without compromise.",25,GBP,hijabs,https://hanm.co/cdn/shop/files/FawnWEB1.jpg?v=1760485056,https://hanm.co/collections/fine-modal-featured-collection/products/fine-modal-fawn,1
,HĀNM,Fine Modal 'Mossé',"Fine Modal is our premium woven fabric — lightweight, breathable, and refined. Delicately sheer and airy, our Fine Modal weave is designed for hot climates, offering cooling comfort and effortless drape. Intended to be worn loosely, this fabric pairs perfectly with our 360 Contour under-caps for fuss-free, secure hijab styling. Ideal for Hajj and Umrah, or any time you need lightness without compromise.",25,GBP,hijabs,https://hanm.co/cdn/shop/files/Mosseweb2_700x.jpg?v=1760474474,https://hanm.co/collections/fine-modal-featured-collection/products/fine-modal-mosse,1
,HĀNM,Fine Modal 'Kavah',"Fine Modal is our premium woven fabric — lightweight, breathable, and refined. Delicately sheer and airy, our Fine Modal weave is designed for hot climates, offering cooling comfort and effortless drape. Intended to be worn loosely, this fabric pairs perfectly with our 360 Contour under-caps for fuss-free, secure hijab styling. Ideal for Hajj and Umrah, or any time you need lightness without compromise.",25,GBP,hijabs,https://hanm.co/cdn/shop/files/KavahWEB1.jpg?v=1760485333,https://hanm.co/collections/new-in/products/fine-modal-kavah,0
,HĀNM,Fine Modal 'Maen',"Fine Modal is our premium woven fabric — lightweight, breathable, and refined. Delicately sheer and airy, our Fine Modal weave is designed for hot climates, offering cooling comfort and effortless drape. Intended to be worn loosely, this fabric pairs perfectly with our 360 Contour under-caps for fuss-free, secure hijab styling. Ideal for Hajj and Umrah, or any time you need lightness without compromise.",35,GBP,hijabs,https://hanm.co/cdn/shop/files/Maen_WEB_4_450x.jpg?v=1760465537,https://hanm.co/collections/fine-modal-featured-collection/products/fine-modal-maen-print-hijab,1
,HAWAA CLOTHING,Chocolate Cotton Jersey Hijab,"Premium fabric with 4-way stretch for all-day comfort. Effortlessly drapes and holds in place without hassle. Provides full coverage without layering. High-quality fabric that won’t bobble or fade, even after multiple washes. Designed for effortless styling, this hijab is perfect for everyday wear, work, or evening occasions—simply throw it on and go!",11,GBP,hijabs,https://www.hawaaclothing.com/cdn/shop/files/CChocolate15.jpg?v=1763226947&width=2048,https://www.hawaaclothing.com/collections/hijabs/products/chocolate-cotton-jersey-hijab,1
,HAWAA CLOTHING,Stone Cotton Jersey Hijab,"Premium fabric with 4-way stretch for all-day comfort. Effortlessly drapes and holds in place without hassle. Provides full coverage without layering. High-quality fabric that won’t bobble or fade, even after multiple washes. Designed for effortless styling, this hijab is perfect for everyday wear, work, or evening occasions—simply throw it on and go!",11,GBP,hijabs,https://www.hawaaclothing.com/cdn/shop/files/CStone18.jpg?v=1763227844&width=2048,https://www.hawaaclothing.com/collections/hijabs/products/stone-cotton-jersey-hijab,1
,HAWAA CLOTHING,Light Brown Cotton Jersey Hijab,"Premium fabric with 4-way stretch for all-day comfort. Effortlessly drapes and holds in place without hassle. Provides full coverage without layering. High-quality fabric that won’t bobble or fade, even after multiple washes. Designed for effortless styling, this hijab is perfect for everyday wear, work, or evening occasions—simply throw it on and go!",11,GBP,hijabs,https://www.hawaaclothing.com/cdn/shop/files/CLightBrown16.jpg?v=1763227388&width=2048,https://www.hawaaclothing.com/collections/hijabs/products/light-brown-cotton-jersey-hijab,1
,HAWAA CLOTHING,Mocha Bamboo Jersey Hijab,"Lightweight. Extremely soft & stretchy. Non-slip. Breathable – helps prevent hair damage. Moisture-wicking – stays fresh longer. Temperature regulating (cool in summer, warm in winter). 4-way stretch with a clean drape. Double-stitched edges that frame the face perfectly. Not prone to wrinkles.",19,GBP,hijabs,https://www.hawaaclothing.com/cdn/shop/files/BMocha18.jpg?v=1763314412&width=2048,https://www.hawaaclothing.com/collections/hijabs/products/mocha-bamboo-jersey-hijab,1
,HAWAA CLOTHING,Dark Brown Essential Top,"Gently oversized with a flattering, effortless drape. Pairs seamlessly with our Essential Trousers. Simple, refined, and thoughtfully made for everyday wear.",45,GBP,tops,https://www.hawaaclothing.com/cdn/shop/files/BrownCoord4.jpg?v=1763935876&width=2048,https://www.hawaaclothing.com/collections/featured-abaya/products/dark-brown-essential-top,1
,HAWAA CLOTHING,Black Essential Top,"Gently oversized with a flattering, effortless drape. Pairs seamlessly with our Essential Trousers. Simple, refined, and thoughtfully made for everyday wear.",45,GBP,tops,https://www.hawaaclothing.com/cdn/shop/files/BlackCoord3_8c871509-5586-487e-b4a6-a616e0cd9378.jpg?v=1763935349&width=2048,https://www.hawaaclothing.com/collections/featured-abaya/products/essential-top,1
,HAWAA CLOTHING,Dark Brown Knit Rib Dress,"Long sleeve knit dress. V polo neckline. Flared bell style sleeve. Adjustable ties at side waist to cinch. Lettuce hemline. Designed for a relaxed, longline silhouette",80,GBP,dresses,https://www.hawaaclothing.com/cdn/shop/files/CreamKnit123.jpg?v=1763122047&width=3249,https://www.hawaaclothing.com/collections/featured-abaya/products/dark-brown-knit-rib-dress,1
,HAYA ACTIVE,Printed Sports Hijab - Smoke,"It's usually very hard to attribute cooling, lightweight & breathable to a sports hijab. But after 1 year of fabric research and reiteration, we have managed to achieve a sports hijab that has all the properties you need to have a comfortable workout, whilst letting you style your hijab like you normally would.",19.99,GBP,hijabs,https://haya-active.com/cdn/shop/files/smoke1_533x.jpg?v=1764341339,https://haya-active.com/products/printed-sports-hijab-midnight-copy,1
,HAYA ACTIVE,Printed Sports Hijab - Olive,"It's usually very hard to attribute cooling, lightweight & breathable to a sports hijab. But after 1 year of fabric research and reiteration, we have managed to achieve a sports hijab that has all the properties you need to have a comfortable workout, whilst letting you style your hijab like you normally would.",19.99,GBP,hijabs,https://haya-active.com/cdn/shop/files/olive2_533x.jpg?v=1764340686,https://haya-active.com/products/printed-sports-hijab-olive,1
